Date,Open,High,Low,Close,Adj Close,Volume
2010-02-01,65.769997,66.410004,65.349998,66.180000,47.223289,37703000
2010-02-02,66.730003,67.120003,66.470001,66.959999,47.779865,34057900
2010-02-03,66.879997,67.230003,66.559998,66.599998,47.522991,24024700
2010-02-04,66.269997,66.349998,64.680000,64.720001,46.181499,33858200
2010-02-05,64.699997,64.900002,63.560001,64.800003,46.238575,42297500
2010-02-08,64.910004,65.489998,64.339996,64.349998,46.217026,30519400
2010-02-09,65.110001,65.709999,64.559998,65.199997,46.827515,36243300
2010-02-10,65.080002,65.220001,64.160004,64.849998,46.576149,21699100
2010-02-11,64.690002,65.480003,64.410004,65.239998,46.856247,23555200
2010-02-12,64.620003,65.139999,64.279999,64.800003,46.540226,30636200
2010-02-16,65.440002,66.379997,65.080002,66.279999,47.603191,30514900
2010-02-17,66.339996,66.449997,65.570000,65.760002,47.229721,21821800
2010-02-18,65.800003,66.089996,65.349998,65.959999,47.373360,22536700
2010-02-19,65.589996,66.239998,65.430000,65.870003,47.308723,24264600
2010-02-22,66.099998,66.120003,65.250000,65.400002,46.971157,20469700
2010-02-23,65.260002,65.559998,64.150002,64.940002,46.640785,33372900
2010-02-24,65.010002,65.870003,64.769997,65.550003,47.078899,21469600
2010-02-25,64.610001,65.169998,64.370003,65.139999,46.784435,25668800
2010-02-26,65.260002,65.400002,64.919998,65.000000,46.683868,20129700
2010-03-01,65.360001,65.540001,65.089996,65.400002,46.971157,18798600
2010-03-02,65.660004,65.790001,65.150002,65.489998,47.035805,24823900
2010-03-03,65.769997,65.970001,65.379997,65.430000,46.992702,22279800
2010-03-04,65.349998,65.629997,65.080002,65.400002,46.971157,21961100
2010-03-05,65.959999,66.519997,65.779999,66.470001,47.739655,26837900
2010-03-08,66.769997,66.790001,66.230003,66.480003,47.746822,20297200
2010-03-09,66.320000,67.190002,66.220001,66.779999,47.962288,29003100
2010-03-10,67.160004,67.419998,66.779999,67.220001,48.278309,24810300
2010-03-11,67.389999,67.559998,66.980003,67.220001,48.278309,19357400
2010-03-12,67.580002,67.580002,66.500000,66.800003,47.976654,23361800
2010-03-15,66.669998,66.690002,65.900002,66.300003,47.617554,22070000
2010-03-16,66.550003,66.680000,66.000000,66.570000,47.811470,35103700
2010-03-17,66.910004,67.790001,66.800003,67.360001,48.378853,38770000
2010-03-18,67.500000,67.739998,67.010002,67.389999,48.400398,25925500
2010-03-19,67.040001,67.889999,66.430000,67.040001,48.149017,45564200
2010-03-22,66.489998,67.199997,66.320000,66.970001,48.098743,21390600
2010-03-23,66.940002,66.980003,66.449997,66.949997,48.084377,24754700
2010-03-24,66.570000,66.860001,66.230003,66.500000,47.761196,19748800
2010-03-25,66.809998,66.919998,66.239998,66.300003,47.617554,21095600
2010-03-26,66.440002,66.879997,66.169998,66.540001,47.789913,30553400
2010-03-29,66.660004,67.480003,66.589996,67.300003,48.335758,26122200
2010-03-30,67.190002,67.300003,66.790001,67.050003,48.156216,17745900
2010-03-31,66.940002,67.190002,66.599998,66.980003,48.105938,22352500
2010-04-01,67.269997,67.800003,67.190002,67.610001,48.558418,19614700
2010-04-05,67.839996,68.360001,67.720001,68.190002,48.974987,20901100
2010-04-06,67.989998,68.349998,67.800003,67.900002,48.766685,19776800
2010-04-07,67.830002,67.849998,66.970001,67.339996,48.364491,24531500
2010-04-08,67.010002,68.220001,66.849998,67.860001,48.737949,24060800
2010-04-09,68.110001,68.980003,68.070000,68.760002,49.384365,21099600
2010-04-12,68.800003,69.050003,68.580002,68.709999,49.348454,18170300
2010-04-13,68.470001,68.760002,68.070000,68.660004,49.312542,19177100
2010-04-14,68.720001,68.820000,68.360001,68.610001,49.276630,18777800
2010-04-15,68.500000,68.720001,68.150002,68.260002,49.025249,16712900
2010-04-16,68.120003,68.699997,67.709999,67.930000,48.788246,33855100
2010-04-19,67.750000,68.440002,67.570000,68.230003,49.003700,25686000
2010-04-20,68.620003,69.220001,68.500000,68.970001,49.535194,22989500
2010-04-21,69.000000,69.430000,68.570000,68.919998,49.499271,21119200
2010-04-22,68.519997,68.730003,68.220001,68.559998,49.240715,21654700
2010-04-23,68.500000,69.269997,68.180000,69.239998,49.729095,24340000
2010-04-26,69.029999,69.529999,68.930000,69.290001,49.765007,18237100
2010-04-27,69.010002,70.000000,68.199997,68.269997,49.032440,36374700
2010-04-28,68.870003,69.540001,68.610001,69.190002,49.693188,33243500
2010-04-29,68.449997,69.660004,68.239998,68.660004,49.312542,47200900
2010-04-30,68.900002,69.309998,67.730003,67.769997,48.673309,43762100
2010-05-03,68.110001,68.220001,67.180000,67.839996,48.723606,30734900
